predict
902.4
128.8
1140.6
595.6
973.4
1191.4
559.2
455.4
609.6
643.0
1111.6
1050.4
745.0
872.2
704.6
504.4
816.8
483.4
1255.8
667.8
716.8
941.2
868.2
783.0
802.4
288.0
636.4
356.6
1206.8
873.0
