predict
744.0
96.8
926.6
471.4
803.0
956.6
470.2
364.0
459.4
507.6
933.4
859.8
602.2
722.4
601.6
402.6
671.0
384.6
1077.6
537.2
566.2
744.4
688.0
625.0
653.6
239.0
520.6
291.6
982.8
734.4
