predict
592.8
147.6
933.2
516.0
651.6
980.4
357.0
334.6
576.0
601.6
736.6
808.4
615.0
603.6
500.2
395.4
649.8
448.0
776.2
607.6
553.6
785.4
742.4
686.6
604.0
198.8
470.8
300.4
974.6
556.4
